,X,wdir,surf_USAF,surf_WBAN,surf_CALL,Ice.Free.Call,ifg,Name,surf_Latitude,surf_Longitude,surf_Elevation,UTC,AnenometerHeight,Type,startYear,stopYear,ua_WMO,ua_UTC,State.tif.file,lc_type,snow,arid,moisture,state,Airport,WINTERNS,WINTERWS,SPRING,SUMMER,AUTUM,lc_file
535,535,C:\NH\CONCORD_MUNI_AP,726050,14745,KCON,CON,Y 10 20 2005,CONCORD MUNI AP,43.1952,-71.5011,105,-5,8,"ASOS,COOP",2014,2014,74389,-5,NH,NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W069/NLCD2001_LC_N42W069.tif
536,536,C:\NH\JAFFREY_MUNI_AP,726163,54770,KAFN,AFN,Y 11 17 2005,JAFFREY MUNI AP,42.805,-72.00361,317,-5,10,"AIRWAYS,ASOS",2014,2014,85799,-5,NH,NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
537,537,C:\NH\LEBANON_MUNI_AP,726116,94765,KLEB,LEB,Y 01 10 2007,LEBANON MUNI AP,43.62639,-72.30472,182,-5,10,"AIRWAYS,ASOS",2014,2014,72518,-5,"VT, NH",NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
538,538,C:\NH\MANCHESTER_AP,743945,14710,KMHT,MHT,Y 05 13 2009,MANCHESTER AP,42.93333,-71.43833,69,-5,10,"AIRWAYS,ASOS",2014,2014,74389,-5,NH,NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W069/NLCD2001_LC_N42W069.tif
539,539,C:\NH\ROCHESTER_SKYHAVEN_AP,726056,54791,KDAW,DAW,Y 10 20 2005,ROCHESTER SKYHAVEN AP,43.27806,-70.92222,96,-5,8,"AIRWAYS,ASOS",2014,2014,74389,-5,"ME, NH",NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W069/NLCD2001_LC_N42W069.tif
540,540,C:\NH\WHITEFIELD_MT_WASHINGTON_AP,726134,54728,KHIE,HIE,Y 10 20 2005,WHITEFIELD MT WASHINGTON AP,44.3675,-71.545,320,-5,8,"AIRWAYS,ASOS",2014,2014,74389,-5,NH,NLCD2001,Y,N,A,NH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W069/NLCD2001_LC_N42W069.tif
541,541,C:\NJ\ANDOVER_AEROFLEX_AP,724077,54779,K12N,12N,Y 09 09 2009,ANDOVER AEROFLEX AP,41.00889,-74.73667,180,-5,10,ASOS,2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
542,542,C:\NJ\ATLANTIC_CITY_INTL_AP,724070,93730,KACY,ACY,Y 11 29 2006,ATLANTIC CITY INTL AP,39.4494,-74.5672,18,-5,8,"ASOS,COOP",2014,2014,74002,-5,NJ,NLCD2001,N,N,A,NJ,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
543,543,C:\NJ\CALDWELL_ESSEX_CO_AP,724094,54743,KCDW,CDW,Y 06 09 2009,CALDWELL ESSEX CO AP,40.87639,-74.28306,53,-5,8,ASOS,2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
544,544,C:\NJ\MILLVILLE_MUNI_AP,724075,13735,KMIV,MIV,Y 09 26 2006,MILLVILLE MUNI AP,39.3667,-75.0667,21,-5,8,"AIRWAYS,ASOS,COOP",2014,2014,74002,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W075/NLCD2001_LC_N39W075.tif
545,545,C:\NJ\MT_HOLLY_S_JERSEY_AP,724074,93780,KVAY,VAY,Y 09 12 2006,MT HOLLY S JERSEY AP,39.94917,-74.84167,14,-5,10,"AIRWAYS,ASOS",2014,2014,74002,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
546,546,C:\NJ\NEWARK_INTL_AP,725020,14734,KEWR,EWR,Y 07 08 2009,NEWARK INTL AP,40.6825,-74.16944,2,-5,10,"ASOS,COOP",2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
547,547,C:\NJ\SOMERVILLE_SOMERSET_AP,722247,54785,KSMQ,SMQ,Y 10 07 2008,SOMERVILLE SOMERSET AP,40.62389,-74.66944,33,-5,10,ASOS,2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
548,548,C:\NJ\SUSSEX_AP,740001,54793,KFWN,FWN,Y 09 24 2008,SUSSEX AP,41.20028,-74.62306,123,-5,10,ASOS,2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
549,549,C:\NJ\TETERBORO_AP,725025,94741,KTEB,TEB,Y 05 19 2009,TETERBORO AP,40.85,-74.06139,2,-5,8,ASOS,2014,2014,85799,-5,NJ,NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
550,550,C:\NJ\TRENTON_MERCER_CO_AP,724095,14792,KTTN,TTN,Y 09 17 2008,TRENTON MERCER CO AP,40.27694,-74.81583,56,-5,8,"AIRWAYS,ASOS",2014,2014,74002,-5,"PA, NJ",NLCD2001,Y,N,A,NJ,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
551,551,C:\NM\ALBUQUERQUE_INTL_AP,723650,23050,KABQ,ABQ,Y 05 22 2007,ALBUQUERQUE INTL AP,35.0419,-106.6155,1618,-7,10,"AIRSAMPLE,AIRWAYS,ASOS,COOP",2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W105/NLCD2001_LC_N33W105.tif
552,552,C:\NM\CARLSBAD_CAVERN_CITY_AP,722687,93033,KCNM,CNM,Y 05 10 2007,CARLSBAD CAVERN CITY AP,32.3335,-104.258,985,-7,10,"AIRWAYS,ASOS,COOP,WXSVC",2014,2014,72265,-6,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N30W102/NLCD2001_LC_N30W102.tif
553,553,C:\NM\CLAYTON_MUNI_AIR_PK,723600,23051,KCAO,CAO,Y 05 03 2007,CLAYTON MUNI AIR PK,36.4486,-103.1539,1512,-7,10,"AIRSAMPLE,ASOS,COOP,USHCN",2014,2014,72363,-6,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W102/NLCD2001_LC_N36W102.tif
554,554,C:\NM\CLINES_CORNERS,722677,3027,KCQC,CQC,Y 03 20 2007,CLINES CORNERS,35.00278,-105.66278,2160,-7,10,ASOS,2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,N,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W105/NLCD2001_LC_N33W105.tif
555,555,C:\NM\DEMING_MUNI_AP,722725,23078,KDMN,DMN,Y 09 27 2006,DEMING MUNI AP,32.26222,-107.72056,1311,-7,10,"AIRWAYS,ASOS",2014,2014,72364,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N30W105/NLCD2001_LC_N30W105.tif
556,556,C:\NM\FARMINGTON_RGNL_AP,723658,23090,KFMN,FMN,Y 04 04 2007,FARMINGTON RGNL AP,36.74361,-108.22917,1675,-7,10,"AIRWAYS,ASOS",2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W108/NLCD2001_LC_N36W108.tif
557,557,C:\NM\GALLUP_MUNI_AP,723627,23081,KGUP,GUP,Y 05 15 2007,GALLUP MUNI AP,35.5144,-108.794,1972,-7,10,"ASOS,COOP",2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W108/NLCD2001_LC_N33W108.tif
558,558,C:\NM\LAS_VEGAS_MUNI_AP,723677,23054,KLVS,LVS,Y 04 26 2007,LAS VEGAS MUNI AP,35.65417,-105.14194,2092,-7,10,ASOS,2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W105/NLCD2001_LC_N33W105.tif
559,559,C:\NM\RATON_MUNI_CREWS_AP,722678,23052,KRTN,RTN,Y 03 14 2007,RATON MUNI CREWS AP,36.74139,-104.50222,1934,-7,10,ASOS,2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W102/NLCD2001_LC_N36W102.tif
560,560,C:\NM\ROSWELL_IND_AIR_PK,722680,23009,KROW,ROW,Y 04 16 2007,ROSWELL IND AIR PK,33.3075,-104.5083,1112,-7,8,"AIRSAMPLE,AIRWAYS,ASOS,COOP,USHCN",2014,2014,72364,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W102/NLCD2001_LC_N33W102.tif
561,561,C:\NM\SANTA_FE_CO_MUNI_AP,723656,23049,KSAF,SAF,Y 05 23 2007,SANTA FE CO MUNI AP,35.61694,-106.08889,1923,-7,8,"AIRWAYS,ASOS",2014,2014,72365,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W105/NLCD2001_LC_N33W105.tif
562,562,C:\NM\TRUTH_OR_CONSEQUENCE_AP,722710,93045,KTCS,TCS,Y 03 19 2007,TRUTH OR CONSEQUENCE AP,33.23667,-107.26806,1470,-7,8,ASOS,2014,2014,72364,-7,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W105/NLCD2001_LC_N33W105.tif
563,563,C:\NM\TUCUMCARI_MUNI_AP,723676,23048,KTCC,TCC,Y 04 05 2007,TUCUMCARI MUNI AP,35.18222,-103.60306,1234,-7,10,ASOS,2014,2014,72363,-6,NM,NLCD2001,N,Y,A,NM,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N33W102/NLCD2001_LC_N33W102.tif
564,564,C:\NV\ELKO_RGNL_AP,725825,24121,KEKO,EKO,Y 06 28 2007,ELKO RGNL AP,40.8288,-115.7886,1533,-8,10,"AIRWAYS,ASOS,COOP,USHCN",2014,2014,72582,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W114/NLCD2001_LC_N39W114.tif
565,565,C:\NV\ELY_YELLAND_FLD_AP,724860,23154,KELY,ELY,Y 12 16 2005,ELY YELLAND FLD AP,39.2952,-114.8466,1909,-8,10,"AIRWAYS,ASOS,COOP",2014,2014,72582,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W114/NLCD2001_LC_N39W114.tif
566,566,C:\NV\EUREKA_AP,724770,3170,KP68,P68,Y 11 07 2005,EUREKA AP,39.6013,-116.0055,1809,-8,10,"ASOS,COOP",2014,2014,72582,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W114/NLCD2001_LC_N39W114.tif
567,567,C:\NV\LAS_VEGAS_AIR_TERMINAL,724846,53123,KVGT,VGT,Y 04 26 2007,LAS VEGAS AIR TERMINAL,36.21167,-115.19583,670,-8,10,ASOS,2014,2014,72388,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W114/NLCD2001_LC_N36W114.tif
568,568,C:\NV\LAS_VEGAS_MCCARRAN_AP,723860,23169,KLAS,LAS,Y 04 25 2007,LAS VEGAS MCCARRAN AP,36.0719,-115.1634,664,-8,10,"AIRSAMPLE,AIRWAYS,ASOS,COOP",2014,2014,72388,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W114/NLCD2001_LC_N36W114.tif
569,569,C:\NV\LOVELOCK_DERBY_FLD,725805,24172,KLOL,LOL,Y 10 13 2005,LOVELOCK DERBY FLD,40.0681,-118.5692,1189,-8,10,"ASOS,COOP",2014,2014,72489,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W117/NLCD2001_LC_N39W117.tif
570,570,C:\NV\MERCURY_DESERT_ROCK_AP,723870,3160,KDRA,DRA,Y 01 30 2006,MERCURY DESERT ROCK AP,36.6206,-116.0278,985,-8,10,"ASOS,COOP",2014,2014,72388,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W114/NLCD2001_LC_N36W114.tif
571,571,C:\NV\RENO_TAHOE_INTL_AP,724880,23185,KRNO,RNO,Y 05 15 2007,RENO TAHOE INTL AP,39.4838,-119.7711,1344,-8,10,"ASOS,COOP,USHCN",2014,2014,72489,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W117/NLCD2001_LC_N39W117.tif
572,572,C:\NV\TONOPAH,724855,23153,KTPH,TPH,Y 02 03 2006,TONOPAH,38.0511,-117.0902,1644,-8,10,"AIRWAYS,ASOS,COOP",2014,2014,74612,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W117/NLCD2001_LC_N36W117.tif
573,573,C:\NV\TONOPAH_TEST_RNG_#74_NELLIS_AF,722825,53145,KBJN,NA,N,TONOPAH TEST RNG #74 NELLIS AF,37.61722,-116.26417,1756,-8,10,"ASOS,MILITARY",2014,2014,72388,-8,NV,NLCD2001,N,Y,A,NV,N,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W114/NLCD2001_LC_N36W114.tif
574,574,C:\NV\WINNEMUCCA_MUNI_AP,725830,24128,KWMC,WMC,Y 11 17 2005,WINNEMUCCA MUNI AP,40.9017,-117.808,1309,-8,10,"AIRWAYS,ASOS,COOP,USHCN",2014,2014,72582,-8,NV,NLCD2001,N,Y,A,NV,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W117/NLCD2001_LC_N39W117.tif
575,575,C:\NY\ALBANY_AP,725180,14735,KALB,ALB,Y 09 08 2006,ALBANY AP,42.7431,-73.8092,95,-5,10,"ASOS,COOP,USHCN",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
576,576,C:\NY\BINGHAMTON_GREATER_AP,725150,4725,KBGM,BGM,Y 02 13 2007,BINGHAMTON GREATER AP,42.2068,-75.98,486,-5,8,"AIRWAYS,ASOS,COOP,USHCN",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
577,577,C:\NY\BUFFALO_NIAGARA_INTL_AP,725280,14733,KBUF,BUF,Y 06 04 2009,BUFFALO NIAGARA INTL AP,42.9408,-78.7358,218,-5,10,"ASOS,COOP,USHCN",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W078/NLCD2001_LC_N42W078.tif
578,578,C:\NY\DANSVILLE_MUNI_AP,724988,94704,KDSV,DSV,Y 09 24 2008,DANSVILLE MUNI AP,42.57083,-77.71333,196,-5,10,ASOS,2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
579,579,C:\NY\DUNKIRK_CHAUTAUQUA_AP,744989,14747,KDKK,DKK,Y 09 19 2008,DUNKIRK CHAUTAUQUA AP,42.49333,-79.27222,203,-5,10,"AIRWAYS,ASOS",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W078/NLCD2001_LC_N42W078.tif
580,580,C:\NY\ELMIRA_CORNING_RGNL_AP,725156,14748,KELM,ELM,Y 04 25 2007,ELMIRA CORNING RGNL AP,42.15944,-76.89194,288,-5,10,"AIRWAYS,ASOS",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
581,581,C:\NY\FARMINGDALE_AP,744864,54787,KFRG,FRG,Y 05 18 2009,FARMINGDALE AP,40.73417,-73.41694,24,-5,10,"AIRWAYS,ASOS",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
582,582,C:\NY\FULTON_OSWEGO_CO_AP,725146,54773,KFZY,FZY,Y 10 27 2005,FULTON OSWEGO CO AP,43.34972,-76.38472,141,-5,8,"AIRWAYS,ASOS",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
583,583,C:\NY\GLENS_FALLS_AP,725220,14750,KGFL,GFL,Y 10 27 2005,GLENS FALLS AP,43.35,-73.6167,98,-5,10,"ASOS,COOP",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
584,584,C:\NY\ISLIP_LONG_IS_MACARTHUR_AP,725050,4781,KISP,ISP,N,ISLIP LONG IS MACARTHUR AP,40.79389,-73.10167,26,-5,8,"AIRWAYS,ASOS,COOP",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
585,585,C:\NY\MASSENA_INTL_AP,726223,94725,KMSS,MSS,Y 11 17 2005,MASSENA INTL AP,44.93583,-74.84583,65,-5,10,ASOS,2014,2014,71722,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
586,586,C:\NY\MONTAUK_AP,725014,54780,KMTP,MTP,Y 04 03 2009,MONTAUK AP,41.07306,-71.92333,2,-5,6,ASOS,2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W069/NLCD2001_LC_N39W069.tif
587,587,C:\NY\MONTGOMERY_ORANGE_AP,725015,4789,KMGJ,MGJ,Y 07 15 2009,MONTGOMERY ORANGE AP,41.50917,-74.265,106,-5,10,"AIRWAYS,ASOS",2014,2014,85799,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
588,588,C:\NY\NEW_YORK_CNTRL_PK_TWR,725053,94728,KNYC,NYC,Y 09 18 2006,NEW YORK CNTRL PK TWR,40.77889,-73.96917,40,-5,10,"ASOS,COOP,USHCN",2014,2014,85799,-5,"NY, NJ",NLCD2001,Y,N,A,NY,N,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
589,589,C:\NY\NEW_YORK_JFK_INTL_AP,744860,94789,KJFK,JFK,Y 06 30 2009,NEW YORK JFK INTL AP,40.63861,-73.76222,3,-5,10,"ASOS,COOP",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
590,590,C:\NY\NEW_YORK_LAGUARDIA_AP,725030,14732,KLGA,LGA,Y 07 06 2009,NEW YORK LAGUARDIA AP,40.77944,-73.88028,3,-5,10,"ASOS,COOP",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
591,591,C:\NY\PENN_YAN_AP,725194,54778,KPEO,PEO,Y 11 07 2005,PENN YAN AP,42.6425,-77.05639,263,-5,10,"AIRWAYS,ASOS",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
592,592,C:\NY\PLATTSBURGH_INTL_AP,726225,64776,KPBG,PBG,Y 11 07 2005,PLATTSBURGH INTL AP,44.65,-73.46667,71,-5,10,ASOS,2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
593,593,C:\NY\POUGHKEEPSIE_DUTCHESS_CO_AP,725036,14757,KPOU,POU,Y 09 12 2006,POUGHKEEPSIE DUTCHESS CO AP,41.6266,-73.8842,51,-5,8,"ASOS,COOP",2014,2014,85799,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
594,594,C:\NY\ROCHESTER_GTR_INTL_AP,725290,14768,KROC,ROC,Y 10 20 2008,ROCHESTER GTR INTL AP,43.1167,-77.6767,164,-5,10,"ASOS,COOP,USHCN",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
595,595,C:\NY\ROME_GRIFFISS_AIRFIELD,725196,64775,KRME,RME,Y 03 28 2007,ROME GRIFFISS AIRFIELD,43.23389,-75.41167,147,-5,10,"AIRWAYS,ASOS",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
596,596,C:\NY\SARANAC_RGNL_AP,726228,94740,KSLK,SLK,Y 11 18 2005,SARANAC RGNL AP,44.38528,-74.20667,501,-5,8,"AIRWAYS,ASOS",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W072/NLCD2001_LC_N42W072.tif
597,597,C:\NY\SHIRLEY_BROOKHAVEN_AP,725016,54790,KHWV,HWV,Y 12 03 2008,SHIRLEY BROOKHAVEN AP,40.82167,-72.86889,20,-5,10,"AIRWAYS,ASOS",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
598,598,C:\NY\SYRACUSE_HANCOCK_INTL_AP,725190,14771,KSYR,SYR,Y 02 01 2007,SYRACUSE HANCOCK INTL AP,43.1111,-76.1038,126,-5,10,"ASOS,COOP,USHCN",2014,2014,72518,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
599,599,C:\NY\WATERTOWN_INTL_AP,726227,94790,KART,ART,Y 11 07 2005,WATERTOWN INTL AP,43.9922,-76.0217,97,-5,8,"ASOS,COOP",2014,2014,71722,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
600,600,C:\NY\WELLSVILLE_MUNI_AP,725157,54757,KELZ,ELZ,Y 11 07 2005,WELLSVILLE MUNI AP,42.10944,-77.99194,647,-5,10,"AIRWAYS,ASOS",2014,2014,72528,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W075/NLCD2001_LC_N42W075.tif
601,601,C:\NY\WESTCHESTER_CO_AP,725037,94745,KHPN,HPN,Y 05 22 2009,WESTCHESTER CO AP,41.06694,-73.7075,116,-5,10,"AIRWAYS,ASOS,COOP",2014,2014,85799,-5,"NY, CT",NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
602,602,C:\NY\WESTHAMPTN_GABRESKI_AP,744865,14719,KFOK,FOK,Y 02 11 2009,WESTHAMPTN GABRESKI AP,40.84361,-72.63222,18,-5,10,"AIRWAYS,ASOS",2014,2014,72501,-5,NY,NLCD2001,Y,N,A,NY,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W072/NLCD2001_LC_N39W072.tif
603,603,C:\OH\AKRON_CANTON_RGNL_AP,725210,14895,KCAK,CAK,Y 07 07 2009,AKRON CANTON RGNL AP,40.91667,-81.43333,368,-5,10,"ASOS,COOP",2014,2014,72520,-5,OH,NLCD2001,Y,N,A,OH,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W081/NLCD2001_LC_N39W081.tif
